MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,Nº DE VÍT HD,MÊS ESTATISTICA,ANO_BO,MUNICIPIO_ELABORACAO,SEXO,IDADE_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA
Itaquaquecetuba,DM - Itaquaquecetuba,1,Setembro,2017,ITAQUAQUECETUBA,Feminino,57,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO
Suzano,002 DP - Suzano,1,Setembro,2017,SUZANO,Feminino,43,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,003 DP - Campos Elísios,1,Outubro,2017,S.PAULO,Feminino,16,Branca,OPERADOR(A) TELECOMUNICACOES,HOMICÍDIO DOLOSO
São Paulo,065 DP - Artur Alvim,1,Outubro,2017,S.PAULO,Feminino,34,Parda,VIGILANTE,HOMICÍDIO DOLOSO
Guaratinguetá,001 DP - Guaratinguetá,1,Outubro,2017,GUARATINGUETA,Feminino,35,Branca,ADVOGADO(A),HOMICÍDIO DOLOSO
Campinas,012 DP - Campinas,1,Outubro,2017,CAMPINAS,Feminino,35,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,012 DP - Campinas,1,Outubro,2017,CAMPINAS,Feminino,29,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Socorro,DM - Socorro,1,Outubro,2017,SERRA NEGRA,Feminino,24,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mogi Mirim,002 DP - Mogi Mirim,1,Outubro,2017,MOGI MIRIM,Feminino,54,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ribeirão Preto,003 DP - Ribeirão Preto,1,Outubro,2017,RIBEIRAO PRETO,Feminino,55,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Cardoso,DM - Cardoso,1,Outubro,2017,CARDOSO,Feminino,82,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
Guarujá,001 DP - Guarujá,1,Outubro,2017,GUARUJA,Feminino,22,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Hortolândia,001 DP - Hortolândia,1,Outubro,2017,HORTOLANDIA,Feminino,43,Branca,FAXINEIRO(A),HOMICÍDIO DOLOSO
Cotia,DM - Cotia,1,Outubro,2017,COTIA,Feminino,36,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Caieiras,001 DP - Caieiras,1,Outubro,2017,FRANCO DA ROCHA,Feminino,74,Amarela,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Santo André,004 DP - Santo André,1,Outubro,2017,S.ANDRE,Feminino,24,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Juquitiba,DM - Juquitiba,1,Outubro,2017,JUQUITIBA,Feminino,28,Branca,GARÇON(ETE),HOMICÍDIO DOLOSO
São Paulo,002 DP - Bom Retiro,1,Novembro,2017,S.PAULO,Feminino,43,Parda,COSTUREIRO(A),HOMICÍDIO DOLOSO
São Paulo,010 DP - Penha de França,1,Novembro,2017,S.PAULO,Feminino,33,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,025 DP - Parelheiros,1,Novembro,2017,S.PAULO,Feminino,20,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,050 DP - Itaim Paulista,1,Novembro,2017,S.PAULO,Feminino,26,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Garça,DM - Garça,1,Novembro,2017,GARCA,Feminino,37,Branca,MONTADOR(A),HOMICÍDIO DOLOSO
Pilar do Sul,DM - Pilar do Sul,1,Novembro,2017,PILAR DO SUL,Feminino,47,Branca,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
Presidente Venceslau,002 DP - Presidente Venceslau,1,Novembro,2017,PRESIDENTE VENCESLAU,Feminino,33,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Santa Bárbara D'Oeste,002 DP - Sta. Barbara do Oeste,1,Novembro,2017,S.BARBARA D OESTE,Feminino,40,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
São Paulo,017 DP - Ipiranga,1,Dezembro,2017,S.PAULO,Feminino,33,Parda,POLICIAL MILITAR ativa,HOMICÍDIO DOLOSO
São Paulo,053 DP - Parque do Carmo,1,Dezembro,2017,S.PAULO,Feminino,31,Branca,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
São Paulo,066 DP - Vale do Aricanduva,1,Dezembro,2017,S.PAULO,Feminino,36,Branca,SUPERVISOR(A),HOMICÍDIO DOLOSO
Ubatuba,DM - Ubatuba,1,Dezembro,2017,UBATUBA,Feminino,47,Branca,MERENDEIRO,HOMICÍDIO DOLOSO
Ubatuba,DM - Ubatuba,1,Dezembro,2017,UBATUBA,Feminino,21,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Cajati,DM - Cajati,1,Dezembro,2017,CAJATI,Feminino,43,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Pilar do Sul,DM - Pilar do Sul,1,Dezembro,2017,PILAR DO SUL,Feminino,28,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Pilar do Sul,DM - Pilar do Sul,1,Dezembro,2017,PILAR DO SUL,Feminino,45,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Sorocaba,010 DP - Sorocaba,1,Dezembro,2017,SOROCABA,Feminino,36,Branca,BALCONISTA,HOMICÍDIO DOLOSO
Franco da Rocha,DM - Franco da Rocha,1,Dezembro,2017,FRANCO DA ROCHA,Feminino,19,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Guarulhos,004 DP - Guarulhos,1,Dezembro,2017,GUARULHOS,Feminino,22,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Santa Isabel,DM - Santa Isabel,1,Dezembro,2017,S.ISABEL,Feminino,28,Parda,AUXILIAR DE EXPEDICAO,HOMICÍDIO DOLOSO
Mogi das Cruzes,004 DP - Mogi das Cruzes,1,Dezembro,2017,MOGI DAS CRUZES,Feminino,15,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Osasco,003 DP - Osasco,1,Dezembro,2017,OSASCO,Feminino,31,Branca,OPERADOR(A) TELEMARKETING,HOMICÍDIO DOLOSO
Taboão da Serra,002 DP - Taboão da Serra,1,Dezembro,2017,TABOAO DA SERRA,Feminino,42,Branca,BABÁ,HOMICÍDIO DOLOSO
Bragança Paulista,002 DP - Bragança Pta.,1,Janeiro,2018,BRAGANCA PAULISTA,Feminino,22,Branca,BALCONISTA,HOMICÍDIO DOLOSO
Lins,002 DP - Lins,1,Janeiro,2018,LINS,Feminino,44,Branca,AJUDANTE GERAL,HOMICÍDIO DOLOSO
Sorocaba,005 DP - Sorocaba,1,Janeiro,2018,SOROCABA,Feminino,46,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Engenheiro Coelho,DM - Engenheiro Coelho,1,Janeiro,2018,ARTUR NOGUEIRA,Feminino,45,Parda,AJUDANTE GERAL,HOMICÍDIO DOLOSO
Piracicaba,004 DP - Piracicaba,1,Janeiro,2018,PIRACICABA,Feminino,56,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,083 DP - Parque Bristol,1,Fevereiro,2018,S.PAULO,Feminino,23,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,099 DP - Campo Grande,1,Fevereiro,2018,S.PAULO,Feminino,77,Branca,APOSENTADO(A),HOMICÍDIO DOLOSO
São Paulo,066 DP - Vale do Aricanduva,1,Fevereiro,2018,S.PAULO,Feminino,28,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,069 DP - Teotônio Vilela,1,Fevereiro,2018,S.PAULO,Feminino,31,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Canas,DM - Canas,1,Fevereiro,2018,LORENA,Feminino,19,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São José dos Campos,003 DP - São Jose dos Campos,1,Fevereiro,2018,S.JOSE DOS CAMPOS,Feminino,39,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO
Itatiba,DM - Itatiba,1,Fevereiro,2018,ITATIBA,Feminino,18,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Botucatu,003 DP - Botucatu,1,Fevereiro,2018,BOTUCATU,Feminino,20,Parda,DESEMPREGADO,HOMICÍDIO DOLOSO
Campinas,011 DP - Campinas,1,Março,2018,CAMPINAS,Feminino,24,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Indaiatuba,001 DP - Indaiatuba,1,Março,2018,INDAIATUBA,Feminino,42,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Indaiatuba,DM - Indaiatuba,1,Março,2018,INDAIATUBA,Feminino,39,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Franco da Rocha,DM - Franco da Rocha,1,Março,2018,FRANCO DA ROCHA,Feminino,34,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO
Guarulhos,008 DP - Guarulhos,1,Março,2018,GUARULHOS,Feminino,50,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO
Itaquaquecetuba,001 DP - Itaquaquecetuba,1,Março,2018,ITAQUAQUECETUBA,Feminino,26,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Santo André,003 DP - Santo André,1,Março,2018,S.ANDRE,Feminino,41,Parda,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO
Taboão da Serra,001 DP - Taboão da Serra,1,Março,2018,TABOAO DA SERRA,Feminino,36,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,045 DP - Vila Brasilândia,1,Abril,2018,S.PAULO,Feminino,33,Parda,BALCONISTA,HOMICÍDIO DOLOSO
São Paulo,100 DP - Jardim Herculano,1,Abril,2018,S.PAULO,Feminino,17,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Atibaia,002 DP - Atibaia,1,Abril,2018,ATIBAIA,Feminino,54,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Várzea Paulista,DM - Várzea Pta.,1,Abril,2018,VARZEA PAULISTA,Feminino,30,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Araraquara,004 DP - Araraquara,1,Abril,2018,ARARAQUARA,Feminino,32,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Guaíra,DM - Guaíra,1,Abril,2018,GUAIRA,Feminino,44,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Guará,DM - Guará,1,Abril,2018,GUARA,Feminino,17,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Monte Alto,DM - Monte Alto,1,Abril,2018,MONTE ALTO,Feminino,37,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Pitangueiras,DM - Pitangueiras,1,Abril,2018,PITANGUEIRAS,Feminino,38,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Tietê,DM - Tiete,1,Abril,2018,TIETE,Feminino,28,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Teodoro Sampaio,DM - Teodoro Sampaio,1,Abril,2018,TEODORO SAMPAIO,Feminino,32,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guarulhos,009 DP - Guarulhos,1,Abril,2018,GUARULHOS,Feminino,32,Parda,COZINHEIRO(A),HOMICÍDIO DOLOSO
Osasco,010 DP - Osasco,1,Abril,2018,OSASCO,Feminino,47,Parda,AJUDANTE,HOMICÍDIO DOLOSO
Santo André,004 DP - Santo André,1,Abril,2018,S.ANDRE,Feminino,41,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,003 DP - Campos Elísios,1,Maio,2018,S.PAULO,Feminino,54,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,046 DP - Perus,1,Maio,2018,S.PAULO,Feminino,34,Branca,MEDICO VETERINARIO,HOMICÍDIO DOLOSO
São Paulo,075 DP - Jardim Arpoador,1,Maio,2018,S.PAULO,Feminino,36,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,024 DP - Ponte Rasa,1,Maio,2018,S.PAULO,Feminino,54,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Campinas,005 DP - Campinas,1,Maio,2018,CAMPINAS,Feminino,50,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Águas de Lindóia,DM - Águas de Lindóia,1,Maio,2018,SERRA NEGRA,Feminino,21,Parda,DESEMPREGADO(A),HOMICÍDIO DOLOSO
Jales,001 DP - Jales,1,Maio,2018,JALES,Feminino,24,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Votorantim,001 DP - Votorantim,1,Maio,2018,VOTORANTIM,Feminino,24,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Presidente Venceslau,002 DP - Presidente Venceslau,1,Maio,2018,PRESIDENTE VENCESLAU,Feminino,60,Parda,APOSENTADO(A),HOMICÍDIO DOLOSO
Cordeirópolis,DM - Cordeirópolis,1,Maio,2018,CORDEIROPOLIS,Feminino,47,Branca,ARTESAO(A),HOMICÍDIO DOLOSO
Carapicuíba,002 DP - Carapicuiba,1,Maio,2018,CARAPICUIBA,Feminino,25,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Santana de Parnaíba,DM - Santana do Parnaiba,1,Maio,2018,SANTANA DE PARNAIBA,Feminino,44,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Guarulhos,009 DP - Guarulhos,1,Maio,2018,GUARULHOS,Feminino,25,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Itaquaquecetuba,DM - Itaquaquecetuba,1,Maio,2018,ITAQUAQUECETUBA,Feminino,27,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO
Mogi das Cruzes,003 DP - Mogi das Cruzes,1,Maio,2018,MOGI DAS CRUZES,Feminino,30,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Osasco,008 DP - Osasco,1,Maio,2018,OSASCO,Feminino,62,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,014 DP - Pinheiros,1,Junho,2018,S.PAULO,Feminino,26,Parda,AUXILIAR DE LIMPEZA,HOMICÍDIO DOLOSO
Colina,DM - Colina,1,Junho,2018,BARRETOS,Feminino,34,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Jaboticabal,002 DP - Jaboticabal,1,Junho,2018,JABOTICABAL,Feminino,42,Branca,FAXINEIRO(A),HOMICÍDIO DOLOSO
Hortolândia,001 DP - Hortolândia,1,Junho,2018,HORTOLANDIA,Feminino,30,Preta,NAO INFORMADA,HOMICÍDIO DOLOSO
Brotas,DM - Brotas,1,Junho,2018,BROTAS,Feminino,38,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Itapevi,DM - Itapevi,1,Junho,2018,ITAPEVI,Feminino,31,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,065 DP - Artur Alvim,1,Julho,2018,S.PAULO,Feminino,44,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,065 DP - Artur Alvim,1,Julho,2018,S.PAULO,Feminino,3,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,044 DP - Guaianazes,1,Julho,2018,S.PAULO,Feminino,34,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Campinas,003 DP - Campinas,1,Julho,2018,CAMPINAS,Feminino,25,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ituverava,001 DP - Ituverava,1,Julho,2018,ITUVERAVA,Feminino,49,Branca,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Bauru,001 DP - Bauru,1,Julho,2018,BAURU,Feminino,36,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
São José do Rio Preto,004 DP - São José do Rio Preto,1,Julho,2018,S.JOSE DO RIO PRETO,Feminino,41,Branca,EMPACOTADOR,HOMICÍDIO DOLOSO
Salto,001 DP - Salto,1,Julho,2018,SALTO,Feminino,38,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Roque,DM - São Roque,1,Julho,2018,S.ROQUE,Feminino,53,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Santa Bárbara D'Oeste,002 DP - Sta. Barbara do Oeste,1,Julho,2018,S.BARBARA D OESTE,Feminino,25,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Piracicaba,007 DP - Piracicaba,1,Julho,2018,PIRACICABA,Feminino,51,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Santana de Parnaíba,DM - Santana do Parnaiba,1,Julho,2018,SANTANA DE PARNAIBA,Feminino,42,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Vargem Grande Paulista,DM - Vargem Grande Paulista,1,Julho,2018,VARGEM GRANDE PAULISTA,Feminino,33,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Guarulhos,002 DP - Guarulhos,1,Julho,2018,GUARULHOS,Feminino,24,Parda,ATENDENTE,HOMICÍDIO DOLOSO
Guarulhos,007 DP - Guarulhos,1,Julho,2018,GUARULHOS,Feminino,68,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mauá,004 DP - Mauá,1,Julho,2018,MAUA,Feminino,15,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,097 DP - Americanópolis,1,Agosto,2018,S.PAULO,Feminino,26,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
São Paulo,025 DP - Parelheiros,1,Agosto,2018,S.PAULO,Feminino,42,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
Campinas,008 DP - Campinas,1,Agosto,2018,CAMPINAS,Feminino,31,Parda,AUXILIAR DE COZINHA,HOMICÍDIO DOLOSO
Guaíra,DM - Guaíra,1,Agosto,2018,GUAIRA,Feminino,22,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Franca,002 DP - Franca,1,Agosto,2018,FRANCA,Feminino,48,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Tupã,002 DP - Tupã,1,Agosto,2018,TUPA,Feminino,44,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São José do Rio Preto,003 DP - São José do Rio Preto,1,Agosto,2018,S.JOSE DO RIO PRETO,Feminino,27,Branca,TECNICO EM ENFERMAGEM,HOMICÍDIO DOLOSO
Itanhaém,001 DP - Itanhaem,1,Agosto,2018,ITANHAEM,Feminino,35,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Cubatão,003 DP - Cubatão,1,Agosto,2018,CUBATAO,Feminino,26,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Mauá,004 DP - Mauá,1,Agosto,2018,MAUA,Feminino,38,Parda,FAXINEIRO(A),HOMICÍDIO DOLOSO
São Bernardo do Campo,003 DP - São Bernardo do Campo,1,Agosto,2018,S.BERNARDO DO CAMPO,Feminino,39,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,006 DP - Cambuci,1,Setembro,2018,S.PAULO,Feminino,18,Branca,BALCONISTA,HOMICÍDIO DOLOSO
São Paulo,095 DP - Heliópolis,1,Setembro,2018,S.PAULO,Feminino,49,Parda,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
São Paulo,095 DP - Heliópolis,1,Setembro,2018,S.PAULO,Feminino,29,Parda,DESEMPREGADO(A),HOMICÍDIO DOLOSO
São Paulo,074 DP - Jaraguá,1,Setembro,2018,S.PAULO,Feminino,39,Parda,BALCONISTA,HOMICÍDIO DOLOSO
Pindamonhangaba,002 DP - Pindamonhangaba,1,Setembro,2018,PINDAMONHANGABA,Feminino,30,Branca,AUXILIAR DE ENFERMAGEN,HOMICÍDIO DOLOSO
Campinas,005 DP - Campinas,1,Setembro,2018,CAMPINAS,Feminino,24,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Campinas,006 DP - Campinas,1,Setembro,2018,CAMPINAS,Feminino,33,Branca,ADMINISTRADOR(A),HOMICÍDIO DOLOSO
São José do Rio Preto,004 DP - São José do Rio Preto,1,Setembro,2018,S.JOSE DO RIO PRETO,Feminino,21,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Paraguaçu Paulista,001 DP - Paraguaçú Pta.,1,Setembro,2018,PARAGUACU PAULISTA,Feminino,42,Branca,DESEMPREGADO(A),HOMICÍDIO DOLOSO
Capivari,DM - Capivari,1,Setembro,2018,CAPIVARI,Feminino,35,Parda,EMPREGADO DOMESTICO,HOMICÍDIO DOLOSO
Jandira,DM - Jandira,1,Setembro,2018,JANDIRA,Feminino,58,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,037 DP - Campo Limpo,1,Outubro,2018,S.PAULO,Feminino,35,Branca,DESEMPREGADO,HOMICÍDIO DOLOSO
São Paulo,013 DP - Casa Verde,1,Outubro,2018,S.PAULO,Feminino,51,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,025 DP - Parelheiros,1,Outubro,2018,S.PAULO,Feminino,34,Preta,AJUDANTE GERAL,HOMICÍDIO DOLOSO
São Paulo,047 DP - Capão Redondo,1,Outubro,2018,S.PAULO,Feminino,45,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,024 DP - Ponte Rasa,1,Outubro,2018,S.PAULO,Feminino,39,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO
São José dos Campos,003 DP - São Jose dos Campos,1,Outubro,2018,S.JOSE DOS CAMPOS,Feminino,13,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
São José dos Campos,003 DP - São Jose dos Campos,1,Outubro,2018,S.JOSE DOS CAMPOS,Feminino,35,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São José dos Campos,006 DP - São Jose dos Campos,1,Outubro,2018,S.JOSE DOS CAMPOS,Feminino,0,Amarela,COZINHEIRO(A),HOMICÍDIO DOLOSO
Itapira,001 DP - Itapira,1,Outubro,2018,ITAPIRA,Feminino,38,Preta,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Rincão,DM - Rincão,1,Outubro,2018,ARARAQUARA,Feminino,85,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Cafelândia,DM - Cafelândia,1,Outubro,2018,CAFELANDIA,Feminino,35,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Roque,DM - São Roque,1,Outubro,2018,S.ROQUE,Feminino,13,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Sorocaba,002 DP - Sorocaba,1,Outubro,2018,SOROCABA,Feminino,44,Branca,EMPRESARIO(A),HOMICÍDIO DOLOSO
Sorocaba,002 DP - Sorocaba,1,Outubro,2018,SOROCABA,Feminino,17,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Americana,001 DP - Americana,1,Outubro,2018,AMERICANA,Feminino,40,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
São João da Boa Vista,003 DP - São João da Boa Vista,1,Outubro,2018,S.JOAO DA BOA VISTA,Feminino,34,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
Guarulhos,004 DP - Guarulhos,1,Outubro,2018,GUARULHOS,Feminino,22,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
São Paulo,100 DP - Jardim Herculano,1,Novembro,2018,S.PAULO,Feminino,40,Parda,FAXINEIRO(A),HOMICÍDIO DOLOSO
Caçapava,DM - Caçapava,1,Novembro,2018,CACAPAVA,Feminino,44,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Campinas,011 DP - Campinas,1,Novembro,2018,CAMPINAS,Feminino,48,Branca,OPERADOR DE MAQUINA,HOMICÍDIO DOLOSO
Itapira,DM - Itapira,1,Novembro,2018,ITAPIRA,Feminino,22,Parda,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO
Icém,DM - Icém,1,Novembro,2018,ICEM,Feminino,32,Branca,TECNICO EM ENFERMAGEM,HOMICÍDIO DOLOSO
Miracatu,DM - Miracatú,1,Novembro,2018,MIRACATU,Feminino,34,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Álvares Machado,DM - Álvares Machado,1,Novembro,2018,ALVARES MACHADO,Feminino,48,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO
Presidente Prudente,001 DP - Presidente Prudente,1,Novembro,2018,PRESIDENTE PRUDENTE,Feminino,51,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Osasco,008 DP - Osasco,1,Novembro,2018,OSASCO,Feminino,27,Parda,CAIXA,HOMICÍDIO DOLOSO
São Paulo,023 DP - Perdizes,1,Dezembro,2018,S.PAULO,Feminino,28,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,046 DP - Perus,1,Dezembro,2018,S.PAULO,Feminino,21,Parda,NÃO_DECLARADO,HOMICÍDIO DOLOSO
São Paulo,070 DP - Vila Ema,1,Dezembro,2018,S.PAULO,Feminino,20,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Campinas,007 DP - Campinas,1,Dezembro,2018,CAMPINAS,Feminino,41,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Campinas,011 DP - Campinas,1,Dezembro,2018,CAMPINAS,Feminino,40,Branca,BALCONISTA,HOMICÍDIO DOLOSO
Bebedouro,002 DP - Bebedouro,1,Dezembro,2018,BEBEDOURO,Feminino,14,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Ribeirão Preto,005 DP - Ribeirão Preto,1,Dezembro,2018,RIBEIRAO PRETO,Feminino,33,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Bauru,003 DP - Bauru,1,Dezembro,2018,BAURU,Feminino,37,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO
Jaú,001 DP - Jaú,1,Dezembro,2018,JAU,Feminino,22,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Vera Cruz,DM - Vera Cruz,1,Dezembro,2018,VERA CRUZ,Feminino,18,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Votuporanga,003 DP - Votuporanga,1,Dezembro,2018,VOTUPORANGA,Feminino,29,Branca,AUXILIAR DE COZINHA,HOMICÍDIO DOLOSO
Diadema,003 DP - Diadema,1,Dezembro,2018,DIADEMA,Feminino,23,Parda,ESTUDANTE,HOMICÍDIO DOLOSO
Ferraz de Vasconcelos,DM - Ferraz de Vasconcelos,1,Dezembro,2018,FERRAZ DE VASCONCELOS,Feminino,31,Branca,COMERCIANTE,HOMICÍDIO DOLOSO
Osasco,003 DP - Osasco,1,Dezembro,2018,OSASCO,Feminino,51,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO
Ribeirão Pires,DM - Ribeirão Pires,1,Dezembro,2018,RIBEIRAO PIRES,Feminino,51,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
São Paulo,003 DP - Campos Elísios,1,Janeiro,2019,S.PAULO,Feminino,34,Parda,AUTONOMO(A),HOMICÍDIO DOLOSO
São Paulo,047 DP - Capão Redondo,1,Janeiro,2019,S.PAULO,Feminino,49,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO
Campinas,004 DP - Campinas,1,Janeiro,2019,CAMPINAS,Feminino,13,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Jundiaí,006 DP - Jundiai,1,Janeiro,2019,JUNDIAI,Feminino,22,Branca,ESTUDANTE,HOMICÍDIO DOLOSO
Pedreira,DM - Pedreiras,1,Janeiro,2019,PEDREIRA,Feminino,39,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
Ibaté,DM - Ibaté,1,Janeiro,2019,S.CARLOS,Feminino,22,Branca,NÃO_DECLARADO,HOMICÍDIO DOLOSO
